,0,1,2,3,4,5,6,7,8,9,10,11
Co8Li10O32V6,-0.655791409314374,-0.18251016570997788,-0.5349114055816198,-0.13332990211365942,0.31711544079539905,0.4922832528550203,0.11227343734205651,-0.05329279697382694,-0.18249853845559716,-0.15412717311322283,0.10266412839343042,-0.30712862078958275
Co11Li2O32Ti11,-0.6712546989332765,-0.20826475582679352,-0.5952541783876081,-0.11406802457791794,0.6866528624029441,0.5169984835655307,0.1486258766644537,0.29777524808914363,0.09767464610707181,0.9886289426586599,0.9911872884404641,-0.8345029421910393
Fe7Li3O32V14,-0.6306827063327354,-0.1428455962519787,-0.5094921266420877,0.05064963760299455,0.1802272429245696,-0.05484284717464724,0.060574029962300595,-0.01180480353604343,-0.39069444236550666,0.42523989510226007,0.1811901070750151,-0.14894239611967205
Al3F3K2Li4O21Si7,3.112652452321859,-2.711172121242493,-0.44184032892688063,0.03691533283940027,0.4104456243214341,0.4213799846708024,-0.3813022524732163,0.7785582086925492,-0.04056955663467967,0.13859351376092308,0.45040608987983977,-0.4739583920005603
Li8Mn10O32Ru3Ti3,-0.6914050215584435,-0.24374969799878604,-0.738661161215919,-0.5125934157196372,0.6623586832753058,0.9499877042717666,0.06070355713301086,0.3560299077167105,-0.3410114582066468,0.5761366913093057,-0.29579421284184665,0.28202583668899456
Ba6Li4Mg4Si12,-0.5588639189923509,-0.06248409373218246,-0.09598567532457586,0.651677000776398,0.04242761003528857,-0.182275334929221,0.41174187213982855,0.26700640239940354,0.6677461619933646,-1.56000174269792,1.1156180537378746,-0.23971555874637712
Li28Mo4O28,-0.5454127329596432,-0.11024932380708743,-0.3991727113986016,0.005575647104646527,-0.054713229191375015,-0.2035236423773357,0.2667298886974164,-0.10186435933582674,-0.5252464681474783,-0.23960389731251344,-0.6785462314694309,0.39977062776944017
LiN3O8Sr4Ta3,-0.516203526405605,-0.08936835760532044,-0.06645695903253751,0.3364745529030168,-0.09619444857703678,-0.49879838834705376,-0.24899203840843542,-0.06545998274260498,0.08996650562899423,-0.8240211362860407,-0.20823579671876696,1.459986588188612
Al3Li2N14O2Si9,1.6233196262134104,1.6509373691003757,2.5786158140740865,-1.75066462656669,-1.3798922311157718,1.2779010406207862,3.8202062395057665,-0.11959071689787432,0.3660153236987747,1.381278728316027,-0.38873626374527886,0.24798488566280602
FeLi2Mn3O32Sn4Ta6,-0.5686760012464533,-0.0934517476835857,-0.27756697850525025,0.3603916892947623,0.21615232235820483,-0.22536840513429005,0.04259069447540566,0.16084423894589114,0.12694602017340945,-0.447661162261004,0.2971561848042404,0.023441703523931302
Al19Fe2O48Si8Zn3,-0.10767426464894328,-0.1911152191995153,0.8220912035026436,-0.812778945443647,0.48095798477649926,-0.4988417191126996,1.4091373990428728,0.5758678858183616,-0.27881845184359005,0.07258802004484119,0.2706109889911745,-0.7923430522601168
Al18FeLi2Mg3O48Si8,-0.008976883901943483,-0.08955317380307976,1.148915000403759,-0.817738180608458,0.6559995335140301,-0.3612863294701105,0.12754755781593285,0.6569998253229119,-0.414695120514172,-1.1055347336182904,-0.92059929633172,0.2126931917808795
Ba2LiO22Ru10,-0.6914849998040943,-0.2382759041259574,-0.7041188524090625,-0.4068571371757216,0.4587885660270396,0.741266162469608,0.07649586835345568,0.2051706425266543,0.5051549330105118,0.7201767863449223,-0.717389576129201,-0.001115850630602389
Li22Mo10O27,-0.5566256700969268,-0.16231780642238589,-0.17097840972070938,-0.1886565666686283,0.43773102576216416,0.26160198935767676,0.36636943012972845,0.07176499806455731,-0.4253501999546069,-0.24227604672532663,0.09655143782688266,-0.0015309374422354807
Al7Li2O24Si5,2.2284707094154554,-2.8599538575169854,-2.1645987776369435,2.9759461389045208,-1.623918217489082,0.18579734711751297,-1.017000413712125,-0.6426764593069962,0.11303786354007925,-0.49118674710248816,-0.24036177455301524,2.73982439460716
Co10Li6O32V8,-0.6657463194901536,-0.19994010741782003,-0.531158875320997,-0.15558217927148174,0.4750423285451666,0.6289036043305654,0.1388488768988536,-0.046152284353437906,-0.0501640961196953,0.21379972307073386,0.2758607114158227,-0.5072682294691393
Ge67Li340Si13,-0.39603428872797386,0.04833734063506182,0.2556532264847602,0.1382027122261846,-0.01398720396467069,-0.34693819520911384,-0.1880264731266711,0.2488795682243659,-0.41668306293603524,-0.798142214642457,0.32322893647801576,0.9273130319127882
Li2N8Nb9O4,-0.576384672353382,-0.10202606610833298,-0.35921541060296447,0.29880427412954197,-0.11260833917559605,-0.5321601055400891,0.07808430596278712,-0.23327591035338635,-0.6165950520804124,-0.13350807962504094,-0.7414941822955055,0.9230155580947725
Fe8LiMn4Na2O48P12,-0.6097874979406857,-0.12840049993308533,-0.26798004454477004,0.24064065344496058,0.13781452985549786,0.1403610215058647,-0.003393108056323697,0.07414320074234318,0.46586810220849945,-0.11137370506517504,0.4543512460966006,-0.02721030748057894
Ni4O6,-0.5511050489930511,0.0028203398073431965,-0.4146807559609673,0.2953801565839692,-0.0952282001508354,-0.5375431092359354,-0.0747729045016064,0.4572405264369073,0.096484447645381,1.3074735514324929,1.3678819042317318,-3.056207653075629
HfLi9Sb4,-0.5417073878707203,-0.15673864119997027,0.305416340346402,0.03977132899177681,-0.6333168979631377,-0.3741267785265843,0.8721658869747225,-0.8389462738133839,0.40518522692036957,-0.09839335120605093,0.5854171215676769,-0.9322502532234964
Li2O48P12V8,0.5895274875880471,2.290640190669916,-0.3324128839631014,0.08080344702729536,-0.22830535732876853,-0.15565174764094686,-0.35960039900925045,1.4966464044594021,-0.874233991364749,-0.30516337566972196,-0.3377607493705601,-0.7268862358171401
Li12Mn10O32,-0.6926308435620572,-0.23654777103882263,-0.7801716058636258,-0.4636738464665977,0.5863301083131349,0.849337486086302,0.021293910273938853,0.495964619436193,0.025700718759357546,0.5120406212251298,-0.8201346028339499,0.554145461261956
Li6N2O2Si2,-0.5342717758243033,-0.09175985089385462,0.7187259414905184,0.3727531942177516,-0.784859158274817,0.2516651709574318,-0.2829755894638964,-1.6487596112094007,0.9625722371920749,-0.14326993091427553,0.9395408154094324,-0.5798750416989196
Fe7Li2Mn4O45P12,-0.6737874476939356,-0.21633598675988994,-0.62376451385238,-0.14066892044711632,0.4165734139593439,0.5060410127313731,0.12472290832343567,0.22072630895229095,0.4009889306325011,0.3112444557278104,-0.2788067002987086,-0.007497931590039315
Ba8N8Ni12,-0.6030319876205332,-0.1863720726098307,-0.37851747039773453,0.6455866736515052,-0.6625077643029683,-1.3867968333829506,0.2770774875663721,-0.9826345042797803,-0.16192456808959604,1.584006058723425,-2.3772013328623287,0.4903950866403886
Li3Mn15O32,-0.6480798491594844,-0.17037406981831268,-0.5506674136692308,-0.2495756805767753,0.4007811929571584,0.5825074225553374,-0.04128391502096399,0.1849638895714794,-0.5182008221450968,0.3863961612618789,-0.2682119404772554,-0.046534538250672074
Al17Fe4O48Si8,-0.6118088010566364,-0.14556647047469407,-0.4108110409568374,-0.017499588098985632,0.22807018854898833,0.2454135956372558,-0.10456789875385401,0.08003531504081489,-0.38331816992366985,-0.6670278751993292,0.045606612998846906,0.4924490972367869
Al2Be6FeMgO36Si12,-0.11351611220172111,0.38289937012502495,2.33947826586485,-0.022861155817684584,-2.019098272707592,1.1505290549691056,-0.2382157403422145,-0.11903531661032976,0.3611267830272362,-0.05189806547567353,0.8496080700808527,0.5798522258535476
Li13O16V4,1.4268000518660435,5.328240245762882,-2.415568452327987,0.7762212074231158,-1.910289132321556,1.5316908871500907,1.3208940075261482,2.7283821517865987,-1.2426022197521212,0.664570408270061,-0.01683961672425115,0.34221821918399914
Fe4Ge8Li3NaO24,-0.4391340236704915,0.03900807570475135,0.3088119669704051,0.1603982005802547,-0.06690370050887066,-0.10728730433116476,-0.6042525860376007,-0.40741787211649905,-0.2606753314626566,-0.3315681367421104,0.14817878684300748,0.14279583592638748
Co3Li4O16P4,-0.6585301421749619,-0.20851514409298136,-0.4817533484859367,-0.15952655920590336,0.27863635733696,0.5642260599533504,0.02359469839636496,-0.21028670979753888,0.08552476790269374,-0.08722728392739666,-0.2692195252631105,-0.0007328501611973412
Fe16Li6Mg2O32,-0.6895603457226507,-0.22517526817444317,-0.7262143158186131,-0.4200305489863228,0.5734892935052078,0.859521212732267,0.06686907039636204,0.2532138909385363,-0.2633878620774437,0.36419809209478005,-0.5214976703262827,0.3092614606198371
La24Li19O56Ti4,1.8382397573448772,-0.5430537337340727,1.3936648246746943,-1.6120512950490615,0.4247515751978458,0.013121356996254815,2.366367319847744,1.2256651855625078,-0.3224847563163155,-0.12692728301619294,-1.1366327104656688,-0.6344975152142596
Li2Ni3O6Ti,-0.6822782781980311,-0.22818917509165035,-0.6604568216460132,-0.25540083112968104,0.4471733950497194,0.5714609325220931,0.16894059538480538,0.2528940728880056,0.5846096108723942,0.3754504919637059,0.7332016606836199,-1.6723383382052759
Nb2S4,-0.37268790831341025,0.3991147745759309,0.1905415619606009,1.4091089579033604,-1.6357299822840587,-1.5203803241930178,-0.22809398504843897,1.524431663504511,-0.09051139458734132,-2.7187310099485,1.9559117900535166,0.4237786295547093
Cu3Li9Mn12O32,-0.6866259517573269,-0.23823272983427243,-0.7113257481640849,-0.5410930807618037,0.6080316271760234,0.9543022125531497,0.05629463603107324,0.2382911597998259,-0.5937543897265866,0.3624558677120646,-0.3820536111854055,0.5004787481503585
Al23B9Mn4Na3O93Si18,0.02501440616917154,0.5041858248026582,2.484811070928345,-0.4569222421388164,-0.9364783683955178,1.6508537341659804,-2.6132020310738837,-0.9683595803349775,0.28633017798108257,0.83376071472329,-0.47825124115502815,0.5281192758081706
B56Li42S104,1.8895349126320786,0.5481137456498449,0.040854449684055105,-1.3131116305494137,1.6767027166646502,-0.3961181150470619,0.16529097911432225,-0.5437321538866142,0.24198545209999694,-0.22963656376472263,-0.17791590324180334,-0.7810693008084779
Au2La8Li2O16,-0.3379356618796277,-0.10326450544121772,0.4527095343015096,0.6390834868652276,-0.4296988480325172,-1.4090198833212688,0.596651101504602,-0.32916588169271604,-0.19688652037130716,-0.1290090771607593,-0.1230241248476875,0.9831748308780124
